unique_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
690510,Sal Buscema (Earth-616),\/Sal_Buscema_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jan-77,1977
414522,Sharman (Earth-616),\/Sharman_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,1,Mar-77,1977
19327,Smasher (Second Daredevil Foe) (Earth-616),\/Smasher_(Second_Daredevil_Foe)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Nov-77,1977
15388,Strongman (Spider-Squad) (Earth-616),\/Strongman_(Spider-Squad)_(Earth-616),,,,,,,Living Characters,1,Aug-77,1977
168390,Stryke (Earth-616),\/Stryke_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,1,Aug-77,1977
2462,Thraxton (Earth-616),\/Thraxton_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Nov-77,1977
15387,Tumbler (Spider-Squad) (Earth-616),\/Tumbler_(Spider-Squad)_(Earth-616),,,,,,,Living Characters,1,Aug-77,1977
13366,Warhawk (Robot) (Earth-616),\/Warhawk_(Robot)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Dec-77,1977
18635,Wigid (Earth-616),\/Wigid_(Earth-616),,,,,Male Characters,,Living Characters,1,Aug-77,1977
509136,Yeti (Guardian of the Gateway) (Earth-616),\/Yeti_(Guardian_of_the_Gateway)_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,,Living Characters,1,Sep-77,1977
697618,Alaric (Mystic) (Earth-616),\/Alaric_(Mystic)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978
723949,Andrea Rodgers (Earth-616),\/Andrea_Rodgers_(Earth-616),Public Identity,Neutral Characters,,Black Hair,,,Living Characters,1,Feb-78,1978
389000,Arthur Shaman (Earth-616),\/Arthur_Shaman_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Mar-78,1978
71247,Arthur Thornhill (Earth-616),\/Arthur_Thornhill_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-78,1978
389606,Askare (Earth-616),\/Askare_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
241890,Bennet Barlow (Earth-616),\/Bennet_Barlow_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,1,Feb-78,1978
286348,Beta-Beast (Earth-616),\/Beta-Beast_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,1,Jul-78,1978
415525,Brother Honcho (Earth-616),\/Brother_Honcho_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Apr-78,1978
542054,Buckminster Fuller (Earth-616),\/Buckminster_Fuller_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Aug-78,1978
250904,Captain Delaney (Earth-616),\/Captain_Delaney_(Earth-616),,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-78,1978
416095,Elli (Earth-616),\/Elli_(Earth-616),,,,,,,Living Characters,1,Jun-78,1978
491218,Fahe (Earth-616),\/Fahe_(Earth-616),,Good Characters,,,,,Living Characters,1,Oct-78,1978
176605,Frank (Police Officer) (Earth-616),\/Frank_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-78,1978
683580,Glenn Reeper (Earth-616),\/Glenn_Reeper_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-78,1978
735012,Guardian (Lizard People) (Earth-616),\/Guardian_(Lizard_People)_(Earth-616),Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,1,Dec-78,1978
176603,Helen (Police Officer) (Earth-616),\/Helen_(Police_Officer)_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Jul-78,1978
690604,Helen Capshaw (Earth-616),\/Helen_Capshaw_(Earth-616),Public Identity,,,White Hair,Female Characters,,Living Characters,1,Jul-78,1978
504437,Hijiri Sabuki (Earth-616),\/Hijiri_Sabuki_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,1,Mar-78,1978
416108,Hymir (Earth-616),\/Hymir_(Earth-616),,,,Grey Hair,Male Characters,,Living Characters,1,Jul-78,1978
725361,Ingesteev (Earth-616),\/Ingesteev_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978
18800,Ishanta (Earth-616),\/Ishanta_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,1,Mar-78,1978
18302,Jason Struthers (Earth-616),\/Jason_Struthers_(Earth-616),,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,May-78,1978
611357,Jiru (Earth-616),\/Jiru_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Jan-78,1978
72061,John Wayne (Earth-616),\/John_Wayne_(Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,1,Jul-78,1978
247301,Jonathan Hemlock (Earth-616),\/Jonathan_Hemlock_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-78,1978
479648,Julius (Earth-616),\/Julius_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Oct-78,1978
725366,Kallara (Earth-616),\/Kallara_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
389749,Ken Astor (Earth-616),\/Ken_Astor_(Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Aug-78,1978
725364,Kordazt (Earth-616),\/Kordazt_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,1,Sep-78,1978
416093,Logi (Earth-616),\/Logi_(Earth-616),,,,,Male Characters,,Living Characters,1,Jun-78,1978
281299,Malik (Human Fly Foe) (Earth-616),\/Malik_(Human_Fly_Foe)_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Jan-78,1978
558529,Manduu (Earth-616),\/Manduu_(Earth-616),,Bad Characters,Red Eyes,,Male Characters,,Living Characters,1,Oct-78,1978
725367,Milandra (Earth-616),\/Milandra_(Earth-616),,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-78,1978
388586,Mortimer Freebish (Earth-616),\/Mortimer_Freebish_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Apr-78,1978
542011,Observer XJ-17 (Earth-616),\/Observer_XJ-17_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,1,May-78,1978
71250,Robert Smith (Earth-616),\/Robert_Smith_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Mar-78,1978
558356,Sir Hogg (Earth-616),\/Sir_Hogg_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-78,1978
560633,Sombra (Earth-616),\/Sombra_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,1,Mar-78,1978
72065,Stanley R. Stanley (Earth-616),\/Stanley_R._Stanley_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jun-78,1978
751732,Sudd (Earth-616),\/Sudd_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jan-78,1978
725368,Suzerain (Earth-616),\/Suzerain_(Earth-616),No Dual Identity,,,No Hair,Male Characters,,Living Characters,1,Sep-78,1978
448656,Ten-For (Earth-616),\/Ten-For_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Jun-78,1978
479642,Teresa Sue Bottoms (Earth-616),\/Teresa_Sue_Bottoms_(Earth-616),Public Identity,,,Blond Hair,Female Characters,,Living Characters,1,Oct-78,1978
71249,Thaddeus P. Longhorn (Earth-616),\/Thaddeus_P._Longhorn_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Mar-78,1978
15951,Thermatron (Earth-616),\/Thermatron_(Earth-616),Secret Identity,Bad Characters,,No Hair,,,Living Characters,1,Jun-78,1978
484877,Tracy Warner (Earth-616),\/Tracy_Warner_(Earth-616),Public Identity,,,Black Hair,Female Characters,,Living Characters,1,Aug-78,1978
416109,Wilson Travers (Earth-616),\/Wilson_Travers_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Jul-78,1978
18543,Zuni (Earth-616),\/Zuni_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Mar-78,1978
18440,Aeltri (Earth-616),\/Aeltri_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,1,Nov-79,1979
15953,Agent M (Earth-616),\/Agent_M_(Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,,Living Characters,1,Dec-79,1979
389607,Asmodeus (Enclave) (Earth-616),\/Asmodeus_(Enclave)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Dec-79,1979
419844,Atlo (Earth-616),\/Atlo_(Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Sep-79,1979
418007,Basque (Earth-616),\/Basque_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,1,Feb-79,1979
176702,Brad Davis (Earth-616),\/Brad_Davis_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,1,Jan-79,1979
424096,Carbon (Element) (Earth-616),\/Carbon_(Element)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
561422,Charn (Earth-616),\/Charn_(Earth-616),,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-79,1979
752971,Chlorine (Human) (Earth-616),\/Chlorine_(Human)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Oct-79,1979
745821,Count Barzon (Earth-616),\/Count_Barzon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Aug-79,1979
15367,Cybortrons (Earth-616),\/Cybortrons_(Earth-616),,Neutral Characters,,,,,Living Characters,1,Jun-79,1979
94443,Daniel Ironwood (Earth-616),\/Daniel_Ironwood_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Deceased Characters,1,Oct-79,1979
425451,Demonio (Wrestler) (Earth-616),\/Demonio_(Wrestler)_(Earth-616),,,,,Male Characters,,Living Characters,1,Dec-79,1979
24327,Drexxon (Earth-616),\/Drexxon_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1,Apr-79,1979
611881,Dwight Stanford (Earth-616),\/Dwight_Stanford_(Earth-616),Public Identity,,,Red Hair,Male Characters,,Living Characters,1,Mar-79,1979
16012,Ennis Tremellyn (Earth-616),\/Ennis_Tremellyn_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,1,Mar-79,1979
128994,Fia Lundstom (Earth-616),\/Fia_Lundstom_(Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,1,Sep-79,1979
409001,Grogarr (Earth-616),\/Grogarr_(Earth-616),,Good Characters,,,,,Deceased Characters,1,Aug-79,1979
104645,Hans Feldstadt (Earth-616),\/Hans_Feldstadt_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Feb-79,1979
258474,Hulk (Arcade Robot) (Earth-616),\/Hulk_(Arcade_Robot)_(Earth-616),,Bad Characters,,,,,Living Characters,1,Aug-79,1979
556248,Hy Torque (Earth-616),\/Hy_Torque_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-79,1979
29878,Jean Grey (Lady Grey) (Earth-616),\/Jean_Grey_(Lady_Grey)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,1,Sep-79,1979
46745,Jeff Colt (Earth-616),\/Jeff_Colt_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Mar-79,1979
246258,Joseph Rambo (Earth-616),\/Joseph_Rambo_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Oct-79,1979
724207,Karl Oheimer (Earth-616),\/Karl_Oheimer_(Earth-616),Public Identity,Good Characters,,Blond Hair,Male Characters,,Deceased Characters,1,Nov-79,1979
98831,Kemo (Earth-616),\/Kemo_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Bald,Male Characters,,Deceased Characters,1,Mar-79,1979
734606,Marglar (Earth-616),\/Marglar_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,1,Aug-79,1979
54950,Mazinger Z (Earth-616),\/Mazinger_Z_(Earth-616),,,,,,,Living Characters,1,Feb-79,1979
419842,Mrs. Worthington Ford III (Earth-616),\/Mrs._Worthington_Ford_III_(Earth-616),Public Identity,,,Brown Hair,Female Characters,,Living Characters,1,Jul-79,1979
753114,Radium (Human) (Earth-616),\/Radium_(Human)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
561424,Sherna (Earth-616),\/Sherna_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Feb-79,1979
18430,Thomas Agar (Earth-616),\/Thomas_Agar_(Earth-616),,,,Grey Hair,Male Characters,,Living Characters,1,Nov-79,1979
753101,Vanadium (Human) (Earth-616),\/Vanadium_(Human)_(Earth-616),,Bad Characters,,No Hair,,,Living Characters,1,Oct-79,1979
578340,Vincent Charles (Earth-616),\/Vincent_Charles_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-79,1979
24330,Xalxor (Earth-616),\/Xalxor_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,1,Aug-79,1979
430482,Addison Blackburn (Earth-616),\/Addison_Blackburn_(Earth-616),No Dual Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Apr-80,1980
18470,Agent K (Earth-616),\/Agent_K_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,1,Dec-80,1980
18526,All-Devourer (Earth-616),\/All-Devourer_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jan-80,1980
155662,Angelica Neal (Earth-616),\/Angelica_Neal_(Earth-616),,Neutral Characters,,,Female Characters,,Living Characters,1,Apr-80,1980
24654,Anu (Earth-616),\/Anu_(Earth-616),No Dual Identity,,Black Eyes,White Hair,Male Characters,,Living Characters,1,Oct-80,1980
389618,Asmodiar (Earth-616),\/Asmodiar_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-80,1980
416120,Barry Witherspoon (Earth-616),\/Barry_Witherspoon_(Earth-616),,Bad Characters,,Blond Hair,,,Living Characters,1,Apr-80,1980
177081,Belinda Bell (Earth-616),\/Belinda_Bell_(Earth-616),,,,Strawberry Blond Hair,Female Characters,,Living Characters,1,Nov-80,1980
14475,Bruiser (Jarvis Foe) (Earth-616),\/Bruiser_(Jarvis_Foe)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,1,Nov-80,1980
4515,Casper Whimpley (Earth-616),\/Casper_Whimpley_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Jan-80,1980
598920,Centauria (Changelings) (Earth-616),\/Centauria_(Changelings)_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,1,Sep-80,1980
598919,Centaurio (Earth-616),\/Centaurio_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Sep-80,1980
479774,Charlie (Earth-616),\/Charlie_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,1,Oct-80,1980
479754,Congressman Gundersen (Earth-616),\/Congressman_Gundersen_(Earth-616),Public Identity,,,White Hair,Male Characters,,Living Characters,1,Oct-80,1980
18649,David Wu (Earth-616),\/David_Wu_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,1,Jul-80,1980
155678,Doctor Chowder (Earth-616),\/Doctor_Chowder_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,1,Apr-80,1980
155881,Father Eisner (Earth-616),\/Father_Eisner_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1,Apr-80,1980
155735,Father McFarland (Earth-616),\/Father_McFarland_(Earth-616),,Good Characters,,,Male Characters,,Deceased Characters,1,Apr-80,1980
155771,Franklin Neal (Earth-616),\/Franklin_Neal_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Apr-80,1980
457975,Harry Dolenz (Earth-616),\/Harry_Dolenz_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,1,Jul-80,1980
479781,Harv (Earth-616),\/Harv_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,1,Oct-80,1980
457976,Harvey Farber (Earth-616),\/Harvey_Farber_(Earth-616),Public Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,1,Jul-80,1980
95184,J.R. Van De Kalb (Earth-616),\/J.R._Van_De_Kalb_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,1,Jul-80,1980
246363,James Lardner (Earth-616),\/James_Lardner_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
734956,Jay DeMore (Earth-616),\/Jay_DeMore_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
100013,Jimmy Crawley (Earth-616),\/Jimmy_Crawley_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,1,Dec-80,1980
18260,Kevin Kraller (Earth-616),\/Kevin_Kraller_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Jan-80,1980
24652,K\u0101ne Milohai (Earth-616),\/K%C4%81ne_Milohai_(Earth-616),,,Black Eyes,White Hair,Male Characters,,Living Characters,1,Oct-80,1980
155752,Laurie Simpson Neal (Earth-616),\/Laurie_Simpson_Neal_(Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Deceased Characters,1,Apr-80,1980
516692,Lord Aahmes (Earth-616),\/Lord_Aahmes_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Jan-80,1980
155904,Marie Eisner (Earth-616),\/Marie_Eisner_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Apr-80,1980
479779,Marty (Earth-616),\/Marty_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,1,Oct-80,1980
18481,Mime,\/Mime,,,,,Male Characters,,Living Characters,1,Jul-80,1980
479783,Mrs. Crosley (Earth-616),\/Mrs._Crosley_(Earth-616),Public Identity,,,Brown Hair,Female Characters,,Living Characters,1,Oct-80,1980
106338,Muck Monster (Earth-616),\/Muck_Monster_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
41606,Okonorote (Earth-616),\/Okonorote_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,1,Oct-80,1980
64342,Pamela Dean (Earth-616),\/Pamela_Dean_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,1,Jun-80,1980
88972,Pinky Fusser (Earth-616),\/Pinky_Fusser_(Earth-616),,,Grey Eyes,Black Hair,Male Characters,,Living Characters,1,Sep-80,1980
289329,Ronga (Earth-616),\/Ronga_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,1,Jun-80,1980
94450,Salvatore (Hellfire Club) (Earth-616),\/Salvatore_(Hellfire_Club)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Mar-80,1980
479764,Samuel T. Underwood (Earth-616),\/Samuel_T._Underwood_(Earth-616),Public Identity,,,Grey Hair,Male Characters,,Living Characters,1,Oct-80,1980
95014,Savitra (Earth-616),\/Savitra_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,1,Jul-80,1980
15202,Serpentyne (Earth-616),\/Serpentyne_(Earth-616),,,Yellow Eyes,No Hair,Male Characters,,Living Characters,1,Jul-80,1980
745850,Status Quo (Earth-616),\/Status_Quo_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-80,1980
748338,Thurgood Vance (Earth-616),\/Thurgood_Vance_(Earth-616),,Neutral Characters,,White Hair,Male Characters,,Living Characters,1,Jan-80,1980
289328,Tornaga (Earth-616),\/Tornaga_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,1,Jun-80,1980
24650,Ulgen (Earth-616),\/Ulgen_(Earth-616),,,,,Male Characters,,Living Characters,1,Oct-80,1980
329883,Vincent Martinelli (Earth-616),\/Vincent_Martinelli_(Earth-616),Public Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Mar-80,1980
18597,Wani (Earth-616),\/Wani_(Earth-616),,Bad Characters,,,,,Living Characters,1,Mar-80,1980
506058,Wazira (Earth-616),\/Wazira_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,1,Jun-80,1980
479760,Zimmer (Earth-616),\/Zimmer_(Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,Oct-80,1980
556289,Accolon (Earth-616),\/Accolon_(Earth-616),No Dual Identity,Neutral Characters,,No Hair,,,Living Characters,1,Sep-81,1981
662119,Andrew Pauncholito (Earth-616),\/Andrew_Pauncholito_(Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,1,Dec-81,1981
556034,Archon (Thuvrian) (Earth-616),\/Archon_(Thuvrian)_(Earth-616),No Dual Identity,,,Bald,Male Characters,,Living Characters,1,Jun-81,1981
425480,Barbaric (Earth-616),\/Barbaric_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-81,1981
425486,Blackbyrd (Earth-616),\/Blackbyrd_(Earth-616),,,,,Male Characters,,Living Characters,1,Jul-81,1981
32160,Bludgeoner (Earth-616),\/Bludgeoner_(Earth-616),,,,No Hair,Male Characters,,Living Characters,1,Mar-81,1981
72761,Bo Barrigan (Earth-616),\/Bo_Barrigan_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-81,1981
436862,Boom-Boom (Committee) (Earth-616),\/Boom-Boom_(Committee)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Feb-81,1981
558087,Budan (Earth-616),\/Budan_(Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,1,Jan-81,1981
108414,Bull (Moon Knight Foe) (Earth-616),\/Bull_(Moon_Knight_Foe)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Feb-81,1981
72930,Centauria (Microverse) (Earth-616),\/Centauria_(Microverse)_(Earth-616),Public Identity,Bad Characters,,Blue Hair,Female Characters,,Deceased Characters,1,Nov-81,1981
32162,Compressor (Earth-616),\/Compressor_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,1,Mar-81,1981
16816,Crom (Earth-616),\/Crom_(Earth-616),,Neutral Characters,,,,,Living Characters,1,Dec-81,1981
745290,Delia Childress (Earth-616),\/Delia_Childress_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,1,Feb-81,1981
471160,Devlunn (Earth-616),\/Devlunn_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jul-81,1981
386282,Doctor Kissick (Earth-616),\/Doctor_Kissick_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,1,Oct-81,1981
489765,Don (Scuba) (Earth-616),\/Don_(Scuba)_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Jul-81,1981
425471,Edward Czerniak (Earth-616),\/Edward_Czerniak_(Earth-616),,Good Characters,,Bald,Male Characters,,Living Characters,1,Jan-81,1981
248821,Edward Stanford (Earth-616),\/Edward_Stanford_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jan-81,1981
425483,Eugene Beaumont (Earth-616),\/Eugene_Beaumont_(Earth-616),,,,Red Hair,Male Characters,,Living Characters,1,May-81,1981
425470,Father Coza (Earth-616),\/Father_Coza_(Earth-616),,Good Characters,,Brown Hair,Male Characters,,Living Characters,1,Jan-81,1981
246096,George Clarendon (Earth-616),\/George_Clarendon_(Earth-616),,,,,Male Characters,,Living Characters,1,Apr-81,1981
388557,Glazier (Earth-616),\/Glazier_(Earth-616),,Bad Characters,,White Hair,Female Characters,,Living Characters,1,Aug-81,1981
425488,Grimgerta (Earth-616),\/Grimgerta_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,1,Sep-81,1981
32171,Hugo Lopez (Earth-616),\/Hugo_Lopez_(Earth-616),,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,1,Jan-81,1981
406723,Jack Baker (Earth-616),\/Jack_Baker_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,1,Jun-81,1981
489766,Jan (Earth-616),\/Jan_(Earth-616),,,Black Eyes,Brown Hair,Female Characters,,Living Characters,1,Jul-81,1981
683568,Leonard Spellman (Earth-616),\/Leonard_Spellman_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,1,Oct-81,1981
502915,Lisa Skye (Earth-616),\/Lisa_Skye_(Earth-616),,,,Blond Hair,Female Characters,,Living Characters,1,Dec-81,1981
100729,Livilla (Earth-616),\/Livilla_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,1,Apr-81,1981
177139,Marion Stensgard (Earth-616),\/Marion_Stensgard_(Earth-616),,,,,Male Characters,,Living Characters,1,Mar-81,1981
425495,Maurglon (Earth-616),\/Maurglon_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,1,Nov-81,1981
725257,Michael Baran (Dire Wraith) (Earth-616),\/Michael_Baran_(Dire_Wraith)_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,1,Dec-81,1981
489691,Milo Tindolini (Earth-616),\/Milo_Tindolini_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,1,Jul-81,1981
425484,Milton Meilicki (Earth-616),\/Milton_Meilicki_(Earth-616),,,,White Hair,Male Characters,,Living Characters,1,May-81,1981
18676,Morris Vance (Earth-616),\/Morris_Vance_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,1,Aug-81,1981
489689,Mulligan (Earth-616),\/Mulligan_(Earth-616),,,,White Hair,Female Characters,,Living Characters,1,Jul-81,1981
389627,Pendleton Asquint (Earth-616),\/Pendleton_Asquint_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,1,Feb-81,1981
248758,Phillip Durant (Earth-616),\/Phillip_Durant_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,1,May-81,1981
490881,Pyron (Earth-616),\/Pyron_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,1,Apr-81,1981
734604,Ryak (Earth-616),\/Ryak_(Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,1,Jun-81,1981
84031,Samson Scythe (Earth-616),\/Samson_Scythe_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,1,Oct-81,1981
23938,Screamer (Spaceknight) (Earth-616),\/Screamer_(Spaceknight)_(Earth-616),,,,,,,Living Characters,1,Dec-81,1981
246087,Seymour Marley (Earth-616),\/Seymour_Marley_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,1,Jun-81,1981
18758,Sonny Tremont (Earth-616),\/Sonny_Tremont_(Earth-616),,,,,Male Characters,,Living Characters,1,Jun-81,1981
15300,Spinnerette (Earth-616),\/Spinnerette_(Earth-616),,Neutral Characters,Blue Eyes,,Female Characters,,Living Characters,1,Dec-81,1981
